skill_name,processing_ids
"database management","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"scientific research","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,2543224d-b378-43c9-9f6f-ab8850b6c051,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"user story development","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"cloud native enterprise data platforms","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2,3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"scientific data solutions","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"nextflow","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"gcp","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"bigquery","3e93676a-fa95-46e2-8aab-962d42c64cdb,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850"
"2d modelling","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,00fc95ad-51ba-4199-a67a-92978a72580e,545862a0-d9bd-4007-aac8-3cf618c7815b"
"quantum mechanics","3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7"
"explainable ai","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"uncertainty estimation","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"transfer learning","3e93676a-fa95-46e2-8aab-962d42c64cdb,2543224d-b378-43c9-9f6f-ab8850b6c051,94546a24-8ef0-4d17-b854-e85ea8ac53b3"
"generative design","3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"automated design platform","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"physical chemistry properties","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478"
"data evaluation","3e93676a-fa95-46e2-8aab-962d42c64cdb,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"method implementation","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478,94546a24-8ef0-4d17-b854-e85ea8ac53b3"
"robotics","3e93676a-fa95-46e2-8aab-962d42c64cdb,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"deployment of automation systems","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"complex scientific use cases","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"throughput","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"automation","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"scientific initiatives","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"risk management","53da82e3-bf1c-4e3f-8c77-b07f78376b32,545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,a601f184-fbf5-47c9-a93b-0e7d92573478"
"budget management","53da82e3-bf1c-4e3f-8c77-b07f78376b32,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,545862a0-d9bd-4007-aac8-3cf618c7815b"
"cultural awareness","53da82e3-bf1c-4e3f-8c77-b07f78376b32,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,0a8f571b-c686-4965-a573-cabf249435e6,a601f184-fbf5-47c9-a93b-0e7d92573478"
"film campaigns","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,a601f184-fbf5-47c9-a93b-0e7d92573478,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850"
"innovation","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"industry knowledge","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"brainstorming","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"research","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"social media scraping","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850"
"purchase order management","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,0a8f571b-c686-4965-a573-cabf249435e6,545862a0-d9bd-4007-aac8-3cf618c7815b,74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850"
"cost recording","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,545862a0-d9bd-4007-aac8-3cf618c7815b"
"event planning","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,545862a0-d9bd-4007-aac8-3cf618c7815b"
"sales","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,0a8f571b-c686-4965-a573-cabf249435e6"
"it skills","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"work ethic","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"content creation feedback","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,2543224d-b378-43c9-9f6f-ab8850b6c051,0a8f571b-c686-4965-a573-cabf249435e6,0a8f571b-c686-4965-a573-cabf249435e6,9982770f-129b-4022-909b-74fa857258a7"
"positivity","74b8d8b1-68ee-4dcc-a78a-8ed0fd80d850,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"business analysis","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"biology","3e93676a-fa95-46e2-8aab-962d42c64cdb,2543224d-b378-43c9-9f6f-ab8850b6c051"
"english fluency","3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7"
"predictive modeling","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"benchmarking","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7"
"modern technologies","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"best practice coding standards","3e93676a-fa95-46e2-8aab-962d42c64cdb,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"assay","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,a601f184-fbf5-47c9-a93b-0e7d92573478,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"human factors engineering","00fc95ad-51ba-4199-a67a-92978a72580e,2d365c52-d15d-4c9c-bc75-156a960f8bf2,a601f184-fbf5-47c9-a93b-0e7d92573478"
"finite element analysis (fea)","00fc95ad-51ba-4199-a67a-92978a72580e,00fc95ad-51ba-4199-a67a-92978a72580e,a601f184-fbf5-47c9-a93b-0e7d92573478"
"site expansion","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"equipment installation","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"feasibility studies","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"project delivery","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"quality control","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,545862a0-d9bd-4007-aac8-3cf618c7815b"
"status updates","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b"
"vsd installation","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"11kv network switching","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"substation design","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"safety critical services","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,a601f184-fbf5-47c9-a93b-0e7d92573478"
"plant maintenance techniques","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f"
"root cause analysis","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,a601f184-fbf5-47c9-a93b-0e7d92573478,2d365c52-d15d-4c9c-bc75-156a960f8bf2,545862a0-d9bd-4007-aac8-3cf618c7815b,a601f184-fbf5-47c9-a93b-0e7d92573478"
"meta-analysis","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"virtual assessment centre","ea7e4ada-b4cc-42ba-8287-9db0d7a4f55f,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"written and spoken fluency in english","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b"
"liquid handler scripting languages","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478"
"system schedulers","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"vendor integration","3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"optimization techniques","3e93676a-fa95-46e2-8aab-962d42c64cdb,2543224d-b378-43c9-9f6f-ab8850b6c051"
"acceptance criteria definition","3e93676a-fa95-46e2-8aab-962d42c64cdb,a601f184-fbf5-47c9-a93b-0e7d92573478,527cf620-dbef-4f20-b41b-a74bfe62b3d5,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"data accessibility","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"data interoperability","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb,545862a0-d9bd-4007-aac8-3cf618c7815b"
"data reusability","3e93676a-fa95-46e2-8aab-962d42c64cdb,9982770f-129b-4022-909b-74fa857258a7"
"controlled vocabularies","3e93676a-fa95-46e2-8aab-962d42c64cdb,3e93676a-fa95-46e2-8aab-962d42c64cdb"
"data standards","3e93676a-fa95-46e2-8aab-962d42c64cdb,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"technical collaboration","3e93676a-fa95-46e2-8aab-962d42c64cdb,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"waste management initiatives","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"data collection","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"ehs documentation","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"checklist creation","a601f184-fbf5-47c9-a93b-0e7d92573478,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"cross-functional teamwork","a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7"
"ehs (environmental, health, and safety) project management","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"noise management","a601f184-fbf5-47c9-a93b-0e7d92573478,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"coshh","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"understanding site safety requirements","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"contractor communication","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"machinery safety","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"health, safety, and environmental laws","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"regulations","a601f184-fbf5-47c9-a93b-0e7d92573478,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,2543224d-b378-43c9-9f6f-ab8850b6c051"
"environmental impact assessment","a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7,a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7,a601f184-fbf5-47c9-a93b-0e7d92573478"
"training program delivery","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"emergency response planning","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"industrial hygiene","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478,9982770f-129b-4022-909b-74fa857258a7"
"compliance","a601f184-fbf5-47c9-a93b-0e7d92573478,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"incident investigation","a601f184-fbf5-47c9-a93b-0e7d92573478,a601f184-fbf5-47c9-a93b-0e7d92573478"
"country selection","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"good pharmacovigilance practices (gvp)","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"ich guidelines","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"health economics","545862a0-d9bd-4007-aac8-3cf618c7815b,9982770f-129b-4022-909b-74fa857258a7,545862a0-d9bd-4007-aac8-3cf618c7815b,94546a24-8ef0-4d17-b854-e85ea8ac53b3,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"epidemiology","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"evidence generation strategy","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"data preparation","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,545862a0-d9bd-4007-aac8-3cf618c7815b"
"strategy","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"operational oversight","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"study protocols","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"informed consent forms","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"collaboration with clinical operations","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"scientific literature review","545862a0-d9bd-4007-aac8-3cf618c7815b,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"electronic trial master file (etmf)","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"discrete choice experiments","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"descriptive studies","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"clinical trial analysis","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"electrical engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"business system support","2d365c52-d15d-4c9c-bc75-156a960f8bf2,0a8f571b-c686-4965-a573-cabf249435e6"
"plcs","2d365c52-d15d-4c9c-bc75-156a960f8bf2,2d365c52-d15d-4c9c-bc75-156a960f8bf2"
"calibration","2d365c52-d15d-4c9c-bc75-156a960f8bf2,545862a0-d9bd-4007-aac8-3cf618c7815b"
"environmental projects","2d365c52-d15d-4c9c-bc75-156a960f8bf2,9982770f-129b-4022-909b-74fa857258a7"
"sustainability","2d365c52-d15d-4c9c-bc75-156a960f8bf2,9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"stakeholder communication","545862a0-d9bd-4007-aac8-3cf618c7815b,9982770f-129b-4022-909b-74fa857258a7"
"statistical advice","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"chemistry, manufacturing and controls (cmc)","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,9982770f-129b-4022-909b-74fa857258a7"
"product transition","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,2543224d-b378-43c9-9f6f-ab8850b6c051,0a8f571b-c686-4965-a573-cabf249435e6,9982770f-129b-4022-909b-74fa857258a7"
"business excellence","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"leadership skills","2d365c52-d15d-4c9c-bc75-156a960f8bf2,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"customer relationship management","0a8f571b-c686-4965-a573-cabf249435e6,0a8f571b-c686-4965-a573-cabf249435e6"
"creo","eb83e95f-5fdc-4c86-adc0-cb2d968efe5e,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"medical device design","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"sustainable design","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"packaging technology","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"life-changing therapies","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"lab-based prototyping","527cf620-dbef-4f20-b41b-a74bfe62b3d5,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"analytical mindset","527cf620-dbef-4f20-b41b-a74bfe62b3d5,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"team leadership","94546a24-8ef0-4d17-b854-e85ea8ac53b3,94546a24-8ef0-4d17-b854-e85ea8ac53b3"
