skill_name,processing_ids
"mechanical engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e,9982770f-129b-4022-909b-74fa857258a7"
"electrical engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"automation engineering","2d365c52-d15d-4c9c-bc75-156a960f8bf2,eb83e95f-5fdc-4c86-adc0-cb2d968efe5e"
"supply strategy development","545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b,545862a0-d9bd-4007-aac8-3cf618c7815b"
"operational efficiency optimization","545862a0-d9bd-4007-aac8-3cf618c7815b,b00cb8b0-fb0f-447c-b95b-9cc198e861b0"
"stakeholder communication","545862a0-d9bd-4007-aac8-3cf618c7815b,9982770f-129b-4022-909b-74fa857258a7"
"regulatory requirements","545862a0-d9bd-4007-aac8-3cf618c7815b,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"forecasting","545862a0-d9bd-4007-aac8-3cf618c7815b,0a8f571b-c686-4965-a573-cabf249435e6"
"quantitative analysis","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"statistical advice","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"chemistry, manufacturing and controls (cmc)","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"statistical methods","c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2,c2fda700-9d2e-4d6e-81a0-c95addc8dff2"
"customer demand management","0a8f571b-c686-4965-a573-cabf249435e6,0a8f571b-c686-4965-a573-cabf249435e6"
"medical device design","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"product design","9982770f-129b-4022-909b-74fa857258a7,2543224d-b378-43c9-9f6f-ab8850b6c051,9982770f-129b-4022-909b-74fa857258a7"
"packaging technology","9982770f-129b-4022-909b-74fa857258a7,9982770f-129b-4022-909b-74fa857258a7"
"business partnership","b00cb8b0-fb0f-447c-b95b-9cc198e861b0,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"lab-based prototyping","527cf620-dbef-4f20-b41b-a74bfe62b3d5,527cf620-dbef-4f20-b41b-a74bfe62b3d5"
"learning and development","2543224d-b378-43c9-9f6f-ab8850b6c051,94546a24-8ef0-4d17-b854-e85ea8ac53b3"
